external_identify,subject,price,posted_date,body,category,category_name,rooms,size,toilets,floors,width,length,location,longitude,latitude,owner,street_name,ward,ward_name
97218273,BÁN NHÀ QUẬN BÌNH THẠNH_PHAN VĂN TRỊ_P13. GIÁ 2TỶ1,2100000000,1659354861470,"✔ Nhà hẻm 5m, 1 lầu, 1 trệt, 2PN, 1PK, 1 bếp, 2WC
✔ Vị trí gần chợ, trường Tiểu học Phan Văn Trị, thông ra đường Phạm Văn Đồng. Thuận tiện di chuyển qua trường ĐH Hutech, Văn Lang-cơ sở 2 và các quận trung tâm.
✔ Giấy tờ: sổ hồng chính chủ - hoàn công đủ, sang tên công chứng trong ngày.
✔ CAM KẾT không cò lái, qua trung gian",1020,Nhà ở,2,,,,,,,,,False,,9280,Phường 11
97439710,Mặt Bằng căn góc ngã ba,25000000,1659354861470,"Mặt bằng: tầng trệt 2 mặt tiền
Lối đi riêng
347 nguyễn đình chiểu p5q3
Dt : 3,1x17
Thích hợp mọi ngành nghề
LH : C thảo ( miễn đăng tin quảng cáo)",1030,Văn phòng,,,,,,,,,,False,,9361,Phường 5
97367894,CHO THUÊ CH BCONS GARDEN DĨ AN 2PN GIÁ 4TR,4000000,1659354861469,"Vị trí: 65 Phạm Hữu Lầu, Dĩ An, Bình Dương, đây là vị trí đắc địa ngay trung tâm thành phố Dĩ An, liền kề KCN Sóng Thần.Bcons Garden được đánh giá là một trong những căn hộ Bcons có quy mô lớn và chất lượng tiện ích tốt nhất được phát triển bởi Công ty Cổ phần Địa ốc Bcons.
Những tiện ích cụ thể khi bạn thuê căn hộ Bcons Garden:                                                                     Giao thông: Từ Bcons Garden cư dân có thể dễ dàng thuận tiện di chuyển qua các tuyến đường giao thông huyết mạch: Quốc Lộ 13, Quốc Lộ 1K, Phạm Văn Đồng… Kết nối nhanh chóng về Quận Thủ Đức, các khu vực trọng điểm như :KCN Sóng Thần, làng Đại học Quốc gia TP.HCM, chợ Thủ Đức, đường Phạm Văn Đồng, Gigal Mall
Tiện ích nội khu:
Hồ bơi tràn 500 m2
Siêu thị tiện ích, Shophouse, cà phê nội khu
Phòng tập Gym & Yoga
Khu vui chơi cho trẻ em, công viên cây xanh
Nhà trẻ chất lượng cao",1010,Căn hộ/Chung cư,2,,,,,,,,,False,,8937,Phường Dĩ An
95951094,"Nhà Kim Giang,(15m ra ô tô).33m,4T,MT:3.7m,4.15 tỷ",4150000000,1659354861449,"- Nhà vị trí rất đẹp. (15m ra đường 2 ô tô tránh), ngõ thông lung tung toàn đường ôtô thôi mọi người oi
- Nhà cách 2 nhà ra đường ô tô tải qua.Ngõ trước mặt nhà mình 2m, thoáng vĩnh viễn.
- Nhà mình tiện đường, tiện chợ thứ gì cũng có. Dân trí cao, an ninh tốt.
- Nhà xây 4 tầng kiên cố. Chủ vừa sửa lại long lanh lóng lánh cho con zai ở nhưng thích chung cư lên bán, cây cối tài lộc xanh mướt mát.
+ T1: PK + Bếp
+ T2,3: Mỗi tầng 2 ngủ + vs.
+ T4 Phòng thờ + sân phơi.
- Sổ đỏ vuông đét
Chủ nhiệt bán, hiểu chuyện.",1020,Nhà ở,4,,,,,,,,,False,,109,Phường Đại Kim
97531833,Iphone 5s mất vân,699000,1659354858000,"Mất vân còn lại full chức năng! 
Máy chính chủ ae vào việc nhé!",5010,Điện thoại,,,,,,,,,,False,,204,Phường Mỹ Đình 1
97531832,Móc treo ENDO từ 2.5-5kg.Dây dài 1.3M.Dây tự rút,200000,1659354857000,"Móc treo ENDO từ 2.5-5kg
Dây dài 1.3M
Dây tự rút
G.....200k ko bao ship",14110,Nội thất,,,,,,,,,,False,,10756,Phường Lê Bình
97531831,Thanh lý 1 chiếc Philip,1000000,1659354853000,"Màn được 19inch. Là màn Led, hình thức và ảnh đẹp như hình chụp.
Bán kèm phụ kiện đầy đủ cho anh em.
Bác nào mua gọi điện. Zalo.
Bên em bán hàng tất cả thời gian trong tuần. Nghỉ chủ nhật.",5060,Phụ kiện (Màn hình,,,,,,,,,,False,,57,Phường Mai Dịch
97531826,Tuyển Phục Vụ Quán,,1659354851000,"quán mới khai trương, cần tuyển phục vụ , lương thỏa thuận, ăn ở tại chỗ hoặc về, làm việc tại bình tân , uu tien cho nu , hoac co kinh nghiem , anh chi em quan tam lien he de biet them,",13010,Việc làm,,,,,,,,,,False,,9462,Phường Tân Tạo
97531827,BÁN NHÀ MẶT TIỀN BÌNH TÂN 5 TẦNG BTCT NHỈNH 4TỶ,4950000000,1659354851000,"MTKD Liên khu 5-11-12 - BTĐ - Bình Tân. 
DT : 4 x 12 - 5 tầng BTCT.
👉 Nhà trệt lửng 2 lầu 1 sân thượng, 1 phòng thờ.
👉 Vị trí : 2 MTKD gần Tân Hoà Đông giáp Quận 6. 
👉 Đường rộng 10m có lề. 
✅4.95tỷ TL",1020,Nhà ở,4,,,,,,,,,False,,9459,Phường Bình Trị Đông
96443452,"Còn 1 căn Charm City 1pn 4tr/th rèm, giàn phơi",4000000,1659354849448,"Căn hộ Charm City block Ruby mới bàn giao
nhà trống, nội thất căn bản giá 4tr/th, rèm, giàn phơi
đầy đủ nội thất giá 7tr/th
MIỄN PHÍ PQL
MIỄN PHÍ TIỆN ÍCH : HỒ BƠI, SIÊU THỊ, KHU ĂN UỐNG, GYM, YOGA., CÔNG VIÊN,....
Các phí khác:
- Phí quản lý : 11.000 vnđ /m2, tương đương 500.000 vnđ/tháng
- Gửi xe máy : 100.000 vnđ/chiêc/ tháng
- Gửi xe oto: 800.000 vnđ/chiếc/tháng
- Điện , nước : theo giá nhà nước( đồng hồ riêng )
Gọi *** gặp Quỳnh để đi xem nhà.
Cảm ơn bạn đã xem tin!",1010,Căn hộ/Chung cư,1,,,,,,,,,False,,8937,Phường Dĩ An
97531825,Bán lô Florence 150m2 ngang 6m dài 25m giá 1ty550,1550000000,1659354839000,"Em đang cần thanh lý lô 150m2 ngay cụm  Trung tâm hành chính Vĩnh Điện
Đất quy hoạch . Giá gốc có thể đóng 50/50 . 
Phù hợp xây nhà vợ chồng trẻ  đầu tư an nhàn
Gọi em để bớt giá thấp hơn nhé",1040,Đất,,,,,,,,,,False,,6975,Phường Vĩnh Điện
96734020,Tuyển Thợ Trang Trí Bánh Kem,,1659354834447,"Tuyển thợ trang trí bánh kem 
Mức lương tuỳ theo tay nghề 
Làm việc từ 6h sáng 
Công ty bao ăn sáng , ăn trưa , nghỉ trưa
Các bạn có nhu cầu mang hồ sơ đến để nộp và phỏng vấn trực tiếp tại
Sweet home bakery
179 a an dương vương phường an lạc quận binh tân",13010,Việc làm,,,,,,,,,,False,,9464,Phường An Lạc
97531824,"Nhà 1 trệt 1 lầu 80m2, đường quốc lộ 13",7000000,1659354833000,"Nhà ở Quốc lộ 13, gần chợ,siêu thị, nhà thờ Fatima, trường Đại học luật",1020,Nhà ở,2,,,,,,,,,False,,9243,Phường Hiệp Bình Phước (Quận Thủ Đức cũ)
93102560,Thùng HP i3-3220 Làm Văn Phòng Học Tập,2600000,1659354832436,"Dòng máy HP 6300 cho văn phòng, học tập, xem phim... GAME LOL.....
+ Hàng Nhập U.S còn 95-98%

HP 6300Sff mini
- CPU: Core i3-3220
- RAM: 4GB DR3 (8G +300k)
- SSD: 128GB SSD (Bh 3 Năm)
- VGA : Onboard 2G Full HD 1920x1080

* Bảo hành: 03 tháng 

+ Màn hình HP 17"" Vuông giá 600K
+ Màn hình Dell 19"" Wide Giá: 1tr5

---------------------

☕ Giao hàng miễn phí các quận

* Còn nhiều cấu hình , các bạn bấm vào Xem Cửa Hàng để coi thêm nha

----------------------
VI TÍNH LÂM
416/15 Dương Quảng Hàm, P.5, Gò Vấp, TPHCM
Zalo: Số ĐT bên dưới",5070,Máy tính để bàn,,,,,,,,,,False,,9271,Phường 5
97531823,IPhone 6 quốc tế mỹ.  16 màn zin nhé,1050000,1659354831000,Vân tay nhanh . tất cả chức năng bình thường hết bao reset lại mua bán tại nhà. ai cần xin liên lạc cho. Xin cảm ơn tất cả,5010,Điện thoại,,,,,,,,,,False,,9457,Phường Bình Hưng Hoà A
97531822,LG xboom PL 5,1200000,1659354830000,loa mới mua dk hơn tháng còn hộp và pk,5020,Tivi,,,,,,,,,,False,,126,Phường Thanh Xuân Bắc
95536068,THIẾU NỢ BÁN RẺ CĂNNHÀ GẦN CHỢ HƯNGLONNG BÌNHCHANH,650000000,1659354827437,"-Tôi cần bán gấp căn nhà giá rẻ: 650tr (giá còn thương lượng) nằm trên trục đường Đoàn Nguyễn Tuấn-sát Chợ Hưng Long BÌNH CHÁNH.
-Nhà 1 triệt ,1lầu ,3phòng ngủ ,1 phòng thờ,2tolet, có chỗ đỗ ô tô.
-Vị trí tiện lợi:nhà cách chợ 500m giáp Bình Chánh,diện tích:sử dụng 48m2 thổ cư.
-Tiện ích tiện nghi đầy đủ:Bán kính 500m siêu thị,thế giới di động,điện máy xanh,bách hóa xanh,...Nhà nằm sát đường lớn 20m kế bên khu công nghiệp lớn công nhân làm việc rất đông,thuận tiện cho cô chú anh chị nội trợ,mua sắm và kinh doanh buôn bán.
-Cần kêu bán gấp cô chú anh chị có nhu cầu 
mua nhà gọi trực tiếp chủ nhà trao đổi.
Lh: xem nhà xem sổ.",1020,Nhà ở,2,,,,,,,,,False,,9523,Xã Bình Chánh
97140764,Bán Đất Gần Dự Án Cầu Bạch Đằng Đồng Nai,1190000000,1659354827436,"⚡Cần bán 18 lô đất mặt tiền gần đường hương Lộ 15 
✏Thích Hợp Để Đầu Tư Sinh Lời Nhanh..

✏Nhanh tay để chọn lô đẹp giá rẻ đầu tư.

✏Cách Cầu Bạch Đằng 4 km qua Thành Phố Bình Dương 
Cách nhà văn hoá ấp 4 xã bình lợi 500m
Cách công ty chang shin 6km
✏Diện tích: 129m2
✏Kích thước: 4,8x26m
Sổ hồng riêng thổ cư full 
Lh:***",1040,Đất,,,,,,,,,,False,,9032,Xã Bình Lợi
97473168,Cho thuê nhà nguyên căn vị trí ngay ngã tư 3/2,120000000,1659354827435,"Mình chính chủ chủ cho thuê nhà ngay ngã tư cao thắng và 3/2 quận 10 trước chung cư hà đô .
- Diện tích : 3,8 x 32,8
- Kết cấu : 1 trệt 4 lầu và chóp mái che nhà xây lệch tầng .
  + trệt và lầu 1 trống suốt có wc 
  + Lầu 2 3 4 kết cấu giống nhau.mỗi tầ ng 3 phòng ( 1p lớn view 3/2 . 2 phòng nhỏ phía sau . Và 2wc .) 
  + nhà thoáng 2 giếng trời bên hông và sau 
  + Cầu thang ở 2/3 nhà 
  + Nhà kiên cố rộng rãi 
- Giá : 120tr/th",1030,Văn phòng,,,,,,,,,,False,,9368,Phường 12
96372793,Tuyển Quản Lý Xưởng Thùng Xe Tải,,1659354818424,"Xưởng Thùng Phú Mẫn
cần tuyển Quản Lý Xưởng
1. YÊU CẦU:
- Quản lý điều hành nhân sự, điều hành sản xuất
- Hiểu biết về cơ khí, đọc được bản vẽ
- Kiểm soát hàng lỗi, kiểm tra vật tư đầu vào
- Kiểm tra sản phẩm xuất xưởng
- Biết lái xe (có bằng lái B2 trở lên)
- KINH NGHIỆM: ít nhất 1 năm trong việc quản lý sản xuất, ưu tiên hiểu biết về thùng xe tải
- Tích cực trong công việc, trung thực, cầu tiến, hòa đồng
2. QUYỀN LỢI:
- MỨC LƯƠNG: khởi điểm 15 triệu, nếu kinh nghiệm nhiều năm đáp ứng đủ điều kiện mức lương sẽ thỏa thuận lên đến 30 triệu
- Hỗ trợ ăn trưa
- BHXH, BHYT, BHTN
- Thưởng lễ, tết, lương tháng 13

Đ/c làm việc: 2/239 Tổ 11, KP Tân Cang, Phường Phước Tân, Thành phố Biên Hòa, Đồng Nai
Liên hệ hoặc gửi CV ứng tuyển:
- Email: mwgtrong@gmail.com
- Zalo theo SĐT:",13010,Việc làm,,,,,,,,,,False,,8992,Phường Phước Tân
87101229,xe excier 150 đk 2018 mới 99%,21800000,1659354818423,"Xe nhà k đi nên muốn bán
Xe máy móc zin hình thức đẹp nilong dán kín xe mua về sẵn đi không lỗi lầm gì đầy đủ gương khoá theo xe 
Xe bảo dưỡng định kỳ hàng tháng nên mọi người yên tâm 

- Bảo hành máy 6 tháng sau khi mua.
- Cam kết chất lượng xe: xe không tai nạn, không bổ máy, số khung số máy nguyên bản theo Giấy Đăng Ký, không đục tháo sửa chữa.
- Cam kết pháp lý xe: xe đảm bảo giấy tờ và sang tên được cho người mua.",2020,Xe máy,,,,,,,,,,False,,208,Phường Phú Đô
97531821,Redmi note 11 4g/64g new full box chưa xài,3350000,1659354817000,"Redmi note 11 4g/64g zin full box mới nguyên xi, pk còn chưa tháo ra..
Mua xong đem cầm luôn..
Nay thanh lý lại cho ai cần..",5010,Điện thoại,,,,,,,,,,False,,9250,Phường Long Bình (Quận 9 cũ)
97531819,Quạt hơi nước thanh lý,850000,1659354817000,"Quạt đẹp và rất sạch sẽ.
Đủ Remote nha.
Có chế độ tạo ion điều hoà không khí.
Mình mua dùng văn phòng mà giờ không dùng nữa nên pass lại 
Ngày trước mua điện máy xanh 3tr1 lận nên giờ bán vầy hợp lý rồi nên đừng trả giá thêm nha anh chị.",14050,Quạt,,,,,,,,,,False,,9508,Xã Bà Điểm
97531820,Dọn kho. Cần bán móc đầu kéo.,700000,1659354817000,Móc đầu kéo. Cần bán. Do dọn kho giá thanh lý. Ae wan tâm alô cho hiếu để biết rõ hơn về sản phẩm. Cảm ơn ae đã xem tin và cảm ơn chotot đã duyệt tin.,8030,Đồ chuyên dụng,,,,,,,,,,False,,9460,Phường Bình Trị Đông A
97531817,Máy xay sinh tố cầm tay Panasonic PASO-MX-SS1BRA,1050000,1659354816000,"Loại máy xay:
Máy xay cầm tay
Chức năng:
Xay cháo nguội
Xay cháo nóng
Xay gia vị: Hành, tỏi, ớt, nấm,...
Xay rau củ
Xay sinh tố
Xay thịt
Đánh trứng
Công suất:
600W
Số lượng cối:
2 cối
Dung tích sử dụng:
Cối lớn Không có - Cốc xay 0.7 lít - Cối nhỏ Không có - Cối xay thịt 0.2 lít
Cốc đựng:
Không có
Chất liệu cối xay chính:
Nhựa
Lưỡi dao:
Thép không gỉ
Tốc độ xay:
1 tốc độ nhấn và 5 tốc độ xoay
Nút chỉnh tốc độ:
Nút nhấn và nút xoay
Tiện ích:
Xay được nguyên liệu nóng trong nồi
Tính năng an toàn:
Không có
Chiều dài dây điện:
110 cm
Kích thước - Khối lượng:
Cao 39.7 cm - Ngang 6.4 cm - Sâu 7 cm - Nặng 1 kg
Thương hiệu của:",14010,Bếp,,,,,,,,,,False,,9296,Phường 22
97531818,Huawei MediaPad K3√ Chính Hãng 8inch Ram 2GB Zin,1400000,1659354816000,"Huawei MediaPad T3 Chính Hãng 8inch
       Wifi 4G Ram 2GB 16GB. Androi 7.0
   Xem Phim Hát Karaoke Chơi Game Tốt 
Máy 1400K Không Phụ Kiện. Không Bớt",5040,Máy tính bảng,,,,,,,,,,False,,9427,Phường 13
97531816,Chính Chủ tôi bán Fourtuner Trắng 5/2022 Máy Dầu.,1348000000,1659354815000,"Fortuner 2.4 số tự động máy dầu sản xuất 2022
Đăng ký lăn bánh 19 tháng 5 năm2022
Tên tư nhân chính chủ đã mua bảo hiểm thân vỏ toàn bộ đã dán kính trải sàn vv...và trải nghiệm 4800km
xe -như mới tinh bán cho người tiêu dùng giá-1ty348 triêu có thương lượng",2010,Ô tô,,,,,,,,,,False,,261,Phường Vạn Phúc
77129003,Future 125 Fi phanh đĩa vành đúc biển Hà Nội,13800000,1659354812412,"Cần bán xe như hình. Máy móc nguyên bản,dán kín nilong,bảo dưỡng thường xuyên sd giữ gìn cẩn thận, giấy tờ đầy đủ gương khoá theo xe",2020,Xe máy,,,,,,,,,,False,,208,Phường Phú Đô
94486460,Cần Tuyển Phụ Bếp Quán Nhậu,0,1659354807411,"Cần tuyển:
phụ bếp kinh nghiệm ít  1 năm, biết phụ chảo càng tốt, đam mê sẽ được đào tạo thêm. Gọn gàng sạch sẽ.
Làm việc tại Đường Trần Lựu, P. An Phú, Quận 2.
Thời gian làm làm việc: 11h - 23h hàng ngày.
Lương: 8tr - 10tr (tuỳ theo năng lực)",13010,Việc làm,,,,,,,,,,False,,9341,Phường An Phú (Quận 2 cũ)
97370372,CHO THUÊ BCONS GARDEN GIÁ SINH VIÊN CHỈ 3.9TR,3900000,1659354807411,"Tiện ích nội khu: có hồ bơi, siêu thị tiện ích, phòng tập Gym & Yoga hiện đại, khu vui chơi cho trẻ em, công viên cây xanh,sạch đẹp Khu dân cư an ninh, bảo vệ 24/24, dân trí cao, yên tĩnh
Tiện ích ngoại khu: Các cư dân tại chung cư Bcons Garden có thể dễ dàng sử dụng các tiện ích cao cấp trong bán kính 3-5km như:
Về thương mại dịch vụ và giải trí: Vincom Plaza, Bách hóa xanh, BigC Dĩ An, khu du lịch Suối Tiên…
Về y tế: Bệnh viện Quân đoàn 4, bệnh viện Đa khoa Hoàn Mỹ Thủ Đức, bệnh viện Ung bướu cơ sở 2
Về giáo dục: Trường mầm non Họa My, Tiểu học Lý Thường Kiệt, Tiểu học Dĩ An C, Đại học Quốc tế",1010,Căn hộ/Chung cư,2,,,,,,,,,False,,8937,Phường Dĩ An
97337236,Bán chung cư Nguyễn Trãi quận 1,1700000000,1659354807411,"Bán chung cư mặt tiền đường 269F Nguyễn Trãi, phường Nguyễn Cư Trinh, quận 1.

Đường 02 chiều, khu vực trung tâm quận 1, thuận tiện đi lại.

Có ban công, cửa sổ thoáng khí trời.

Nhà mới tu sửa nên còn rất mới, xung quanh yên tĩnh, dân trí cao.

Có phòng ngủ, gác lửng, phòng khách, bếp, toilet riêng biệt.

Để xe máy ngay tại bãi bên dưới tầng trệt.

Vị trí ngay tầng 2.

Chung cư cũ nên các phí dịch vụ cực rẻ.

Thích hợp ở gia đình nhỏ hoặc làm công ty.

Giá tốt: 1,7 tỷ có bớt lộc.

Liên hệ chính chủ: ***

Có hoa hồng cho môi giới.",1010,Căn hộ/Chung cư,1,,,,,,,,,False,,9225,Phường Nguyễn Cư Trinh
83280548,iPhone XS 64G Màu Trắng Qtế  ken 99% đẹp ok,4360000,1659354807393,"Do em muốn đổi dt khác nên em bán lại XS này, máy vẫn còn đẹp, lúc trước được người nhà cho xài lại, chưa sửa chữa gì, đã hết bh hãng rồi, vẫn còn touch 3d nha! Máy chỉ để lướt web online, nghe nhạc là nhiều, kg chơi game, nghe gọi zalo face với bạn bè thôi, icloud chính chủ. Nay bán cho người dùng, còn cáp sạc tai nghe hộp đầy đủ, tặng ốp lưng cho ai thật sự muốn mua. Chỉ bán cho người dùng thôi nha quí dị, cò lái thầy thợ này kia em kg tiếp đâu nha, em cũng kg ship. Cảm ơn nhiều!!!!",5010,Điện thoại,,,,,,,,,,False,,9353,Phường 14
97531814,iphone 7 plus,1300000,1659354803000,"mua máy mới nên để lại cho bạn nào mua về ghép sim sài chữa cháy, máy bị sọc màn nhưng vẫn sử dụng rất tốt, icloud chính chủ, vân tay nhạy, fix xăng xe cho bạn nào nhiệt tình !",5010,Điện thoại,,,,,,,,,,False,,6856,Phường Hòa Khánh Bắc
97531815,Bán đất lúa diện tích 1765mv giá 1t150.,1150000000,1659354803000,9 chính chủ cần bán lô đất lúa diện tích 1765mv..mặt tiền đường đá xanh. Giá chỉ có 1ty150. Xem đất trực tiếp. Làm việc ngay chủ. đường thông .lô đất được phép lên tho cư. Tọa lạc tại xã mỹ bình dức huệ long an. Mọi Chi tiết liên hệ em xem thực tế hơn  .,1040,Đất,,,,,,,,,,False,,9624,Xã Mỹ Bình
94171908,Mi 11 5G Ram8/256G Fullbox đẹp 99%Bh2023,10900000,1659354795394,"Thông số kỹ thuật

Kích thước màn hình6.81 inchesCông nghệ màn hìnhAMOLEDCamera sauCamera góc rộng: 108 MP, f/1.9, 26mm 1/1.33"", 0.8µm, PDAF, OIS
Camera góc siêu rộng: 13 MP, f/2.4, 123˚ 1/3.06"", 1.12µm
Camera cận cảnh: 5 MP, f/2.4, 1/5.0"", 1.12µmCamera trước20 MP, 27mm (wide), 1/3.4"", 0.8µmChipsetQualcomm SM8350 Snapdragon 888 (5 nm)Dung lượng RAM8 GBBộ nhớ trong256 GBPinLi-Po 4600 mAhThẻ SIM2 SIM (Nano-SIM)Hệ điều hànhAndroid 11, MIUI 12.5Độ phân giải màn hình1440 x 3200 pixels (QHD+)Loại CPUOcta-core (1x2.84 GHz Kryo 680 & 3x2.42 GHz Kryo 680 & 4x1.80 GHz Kryo 680Trọng lượng196 gBluetooth5.2, A2DP, LE, aptX HD, aptX AdaptiveTần số quét120Hz

Máy chính hãng cty xã kho đẹp 99%
Nguyên hộp đủ đồ Bh2/2023
Anh chị cần Alo trực tiếp có ship",5010,Điện thoại,,,,,,,,,,False,,9460,Phường Bình Trị Đông A
97531813,Bán Xr lock đã fix QT,4600000,1659354791000,"Cần bán Xr lock màu đen đã fix QT ko cần dùng sim ghép, máy zin all zin áp,mọi chức năng ổn định, vỏ hơi xấu,màn hình đẹp ko xước, pin 84%.
LH: zalo hoặc sdt.Cảm ơn đã đọc tin",5010,Điện thoại,,,,,,,,,,False,,260,Phường Văn Quán
97531812,Mặt bằng gần chợ,8000000,1659354790000,Cho thuê mặt bằng 3x8 có wc riêng máy lạnh kinh doanh tự do,1030,Văn phòng,,,,,,,,,,False,,9367,Phường 14
97531788,Thanh lý nhanh em laptop i7-4510 VGA rời 840,4500000,1659354786392,"Máy còn nguyên tem
Màn đốm vẫn dùng bình thường
Pin máy đã chai
Muốn thay pin hoặc màn theo nhu cầu inbox hoặc call",5030,Laptop,,,,,,,,,,False,,3902,Phường Kênh Dương
96870868,NHÀ 1 LẦU HXH DHT 02 4X21M GIÁ 5 TỶ,5000000000,1659354786373,"Chủ cần bán căn nhà tâm huyết 1 xẹt đường ĐHT 02, P. TÂN HƯNG THUẬN, Q.12.
DT: 4x21m
kết cấu 1 trệt  1 lầu 2PN lớn, rộng rãi....
Xe hơi 7 chỗ đậu trong nhà, gần chợ cây sộp.
giá: 5 tỷ Tl chính chủ
liên hệ để có thông tin chi tiết.",1020,Nhà ở,2,,,,,,,,,False,,9235,Phường Tân Hưng Thuận
97531811,Thanh lý 10 PC HP: core i7-4790. 8G. Ssd120+500G,4999999,1659354786000,"Thanh lý 10 máy Bộ HP 800G1  MT:

🔷 Cpu i7-4790 (3.6Ghz). Ram:8Gb. SSD:120G. Hdd :500G. Casr nguồn HP zin
Máy đẹp

↖️Giá bán: 4tr999/ thùng giá đã fix

( Thùng máy BH 1 tháng 1 đổi)


❎❎❎❎❎❎❎❎❎❎❎❎❎

Thanh lý 10 máy Bộ HP 800G1  MT:

🔷 Cpu i5-4590 (3.3Ghz). Ram:8Gb. SSD:120G. Hdd :500G. Casr nguồn HP zin
Máy đẹp

↖️Giá bán: 4tr3  thùng giá đã fix

( Thùng máy BH 1 tháng 1 đổi)



✅✅✅✅✅✅✅✅✅✅✅✅

Vì Tình lâm Đức
Đc:166/31/9 tân kỳ tân quý.p sơn kỳ quận Tân Phú TP.hcm",5070,Máy tính để bàn,,,,,,,,,,False,,9316,Phường Sơn Kỳ
97531810,Bô 4road gắng xe vario hoặc click,1500000,1659354785000,"Cần bán lại cho ai cần, cây bô 4road còn mới 90%,ko cấn hay mốp .còn đầy đủ cô và bát. Mua về là chỉ việc gắng lên xe và lướt thôi nha ae.xem  trực tiếp tại q10.khuyến khích ae đến nhà xem trực tiếp. Có bớt cho ae nào thiện chí mua đến nhà lấy trực tiếp.",2030,Phụ tùng xe,,,,,,,,,,False,,9368,Phường 12
97531809,Gậy Tự Sướng Bluetooth K07 có chân đỡ và remote,150000,1659354784000,"- Tên sản phẩm: Gậy Tự Sướng Bluetooth K07
- Màu sắc: trắng
- Remote dùng Pin: Cr1632
- Điều khiển: sử dụng remote Bluetooth điều khiển từ xa khoảng cách lên đến 10 mét Sử dụng được cho hầu hết các dòng điện thoại smartphone hiện nay, các dòng điện thoại có kích thước dưới 6,8inch.
- Đây là một sản phẩm gậy tự sướng cao cấp, được trang bị những tính năng hiện đại, giúp tối ưu hiệu quả sử dụng và đơn giản hóa việc chụp ảnh của người dùng.
- Gậy Tự Sướng Bluetooth K07, Gía Đỡ Điện Thoại Selfie, Gậy Chụp Hình Bluetooth
- Gậy Tự Sướng Bluetooth K07 là một sản phẩm “lai” giữa gậy tự sướng với chân chụp ảnh (tripod). Thiết kế Tripod 3 chân gọn gàng, chắc chắn, bạn không cần đến phó nháy vẫn có được 1 bức ảnh đẹp từ mọi góc độ.
-Với chiếc gậy tự sướng Bluetooth này, bạn thoải mái chụp cho mình những bức ảnh đẹp nhất.

 HƯỚNG DẪN SỬ DỤNG:  

- Nhấn giữ nút chụp trên remote khoảng 5s cho đến khi có đèn xanh nhấp nháy để bật
 - Mở phần cài đặt trên điện thoại-->Bluetooth--> tìm thiết bị có tên selfieCom và kết nối với nó.
 - Mở camera hoặc app tương tự như B612, và chụp hình thỏa thích.

**Lưu ý: Remote sử dụng pin nên quý khách nhớ tắt Remote khi không dùng đến. Loại pin này xài khá lâu, khoảng 1 năm mới hết. Phần remote đã tích hợp sẵn trên thân sản phẩm

 
- Giá bán: 150,000 VND / 1 cái
 

Liên hệ mua hàng:
Địa chỉ: 72/1 Trần Đình Xu - Phường Cô Giang, Quận 1, TP HCM
(Hẻm sát Sài Gòn Ford đi vào qua 1 căn nhà là tới)
Skype: bmh1577 (online thường xuyên)",5060,Phụ kiện (Màn hình,,,,,,,,,,False,,9224,Phường Cô Giang
97472736,Nikon Sigma 17 - 50mm EX HSM bảo hành 06 Tháng,4500000,1659354782373,"Góc nhìn ngang : 72.4º - 27.9º
Số lá màn chập : 7, Đường kính Filter : ø 77
Khoảng lấy nét nhỏ nhất : 28 cm
Độ phóng đại lớn nhất : 1:5
Kích thước / Trọng lượng : 83.5 x 91.8 mm / 565g",5050,Máy ảnh,,,,,,,,,,False,,9222,Phường Phạm Ngũ Lão
95907755,Đồng giá 320k/1 chiếc đồng hồ tank,250000,1659354779356,"Đồng hồ tank đồng giá 320k/1 chiếc nào ace.
ƯU TIÊN CK HẾT VÀ FREESHIP TOÀN QUỐC",3050,Đồng hồ,,,,,,,,,,False,,174,Xã Xuân Canh
97531808,Máy giặt Samsung 7.2kg giặt sạch vượt trội,1600000,1659354779000,Cần bán máy giặt Samsung 7.2kg đang Sài tốt máy êm giặt vắt tự động tiết kiệm điện nước bạn nào mua Sài alô mình,9070,Máy giặt,,,,,,,,,,False,,9229,Phường Hiệp Thành
93032662,Nhà 4 Lầu Tân Thới Hiệp Hẻm Thông 6m,5000000000,1659354775356,"🌟Bán Nhà Tân Thới Hiệp Q12🌟

▫️Diện tích: 4x15 công nhận 60m2
▫️Xây dựng: 1 trệt 1 lững 2 lầu
▫️Đường trước nhà 5m hẻm thông
▫️Vị trí: Gần QL1A thông ra Nguyễn Thị Căn
▫️Khu nhà lầu văn phòng công ty rất nhiều
▫️Di chuyển qua Gò Vấp chưa tới 5p
▫️Sổ hồng riêng hoàn công đầy đủ, mua bán sang tên trong ngày

▫️Giá bán: 5 tỷ

☎️Liên hệ: để biết thêm thông tin và xem nhà Miễn Phí.",1020,Nhà ở,5,,,,,,,,,False,,9233,Phường Tân Thới Hiệp
97165697,motorola g60. màn 120z. pin 6k giao L,5000000,1659354775355,"Mình có con g60 màn 120z
Pin 6000.
Muốn gl đổi gió hoặc bán ạh",5010,Điện thoại,,,,,,,,,,False,,8928,Xã Hội Nghĩa
